file,class_id,class
2008_006637,1,aeroplane
2008_006671,1,aeroplane
2008_006677,1,aeroplane
2008_006700,1,aeroplane
2008_006703,1,aeroplane
2008_006761,1,aeroplane
2008_006777,1,aeroplane
2008_006778,1,aeroplane
2008_006832,1,aeroplane
2008_006896,1,aeroplane
2008_006920,1,aeroplane
2008_006951,1,aeroplane
2008_006980,1,aeroplane
2008_007095,1,aeroplane
2008_007096,1,aeroplane
2008_007145,1,aeroplane
2008_007161,1,aeroplane
2008_007211,1,aeroplane
2008_007229,1,aeroplane
2008_007343,1,aeroplane
2008_007350,1,aeroplane
2008_007357,1,aeroplane
2008_007374,1,aeroplane
2008_007397,1,aeroplane
2008_007442,1,aeroplane
2008_007458,1,aeroplane
2008_007504,1,aeroplane
2008_007507,1,aeroplane
2008_007533,1,aeroplane
2008_007579,1,aeroplane
2008_007604,1,aeroplane
2008_007618,1,aeroplane
2008_007629,1,aeroplane
2008_007690,1,aeroplane
2008_007738,1,aeroplane
2008_007758,1,aeroplane
2008_007764,1,aeroplane
2008_007836,1,aeroplane
2008_007879,1,aeroplane
2008_008004,1,aeroplane
2008_008025,1,aeroplane
2008_008028,1,aeroplane
2008_008044,1,aeroplane
2008_008048,1,aeroplane
2008_008050,1,aeroplane
2008_008053,1,aeroplane
2008_008086,1,aeroplane
2008_008130,1,aeroplane
2008_008146,1,aeroplane
2008_008150,1,aeroplane
2008_008179,1,aeroplane
2008_008180,1,aeroplane
2008_008191,1,aeroplane
2008_008215,1,aeroplane
2008_008247,1,aeroplane
2008_008254,1,aeroplane
2008_008263,1,aeroplane
2008_008278,1,aeroplane
2008_008294,1,aeroplane
2008_008300,1,aeroplane
2008_008344,1,aeroplane
2008_008345,1,aeroplane
2008_008359,1,aeroplane
2008_008373,1,aeroplane
2008_008411,1,aeroplane
2008_008424,1,aeroplane
2008_008446,1,aeroplane
2008_008464,1,aeroplane
2008_008467,1,aeroplane
2008_008471,1,aeroplane
2008_008496,1,aeroplane
2008_008507,1,aeroplane
2008_008508,1,aeroplane
2008_008546,1,aeroplane
2008_008570,1,aeroplane
2008_008607,1,aeroplane
2008_008765,1,aeroplane
2009_000032,1,aeroplane
2009_000052,1,aeroplane
2009_000084,1,aeroplane
2009_000122,1,aeroplane
2009_000133,1,aeroplane
2009_000159,1,aeroplane
2009_000205,1,aeroplane
2009_000260,1,aeroplane
2009_000320,1,aeroplane
2009_000327,1,aeroplane
2009_000367,1,aeroplane
2009_000387,1,aeroplane
2009_000417,1,aeroplane
2009_000440,1,aeroplane
2009_000500,1,aeroplane
2009_000513,1,aeroplane
2009_000545,1,aeroplane
2009_000560,1,aeroplane
2009_000625,1,aeroplane
2009_000662,1,aeroplane
2009_000695,1,aeroplane
2009_000734,1,aeroplane
2009_000796,1,aeroplane
2009_000801,1,aeroplane
2009_000817,1,aeroplane
2009_000887,1,aeroplane
2009_000909,1,aeroplane
2009_001027,1,aeroplane
2009_001056,1,aeroplane
2009_001090,1,aeroplane
2009_001129,1,aeroplane
2009_001195,1,aeroplane
2009_001312,1,aeroplane
2009_001316,1,aeroplane
2009_001332,1,aeroplane
2009_001344,1,aeroplane
2009_001372,1,aeroplane
2009_001387,1,aeroplane
2009_001390,1,aeroplane
2009_001435,1,aeroplane
2009_001501,1,aeroplane
2009_001517,1,aeroplane
2009_001541,1,aeroplane
2009_001549,1,aeroplane
2009_001595,1,aeroplane
2009_001713,1,aeroplane
2009_001781,1,aeroplane
2009_001850,1,aeroplane
2009_001851,1,aeroplane
2009_001858,1,aeroplane
2009_001884,1,aeroplane
2009_001905,1,aeroplane
2009_001927,1,aeroplane
2009_002011,1,aeroplane
2009_002018,1,aeroplane
2009_002047,1,aeroplane
2009_002099,1,aeroplane
2009_002199,1,aeroplane
2009_002211,1,aeroplane
2009_002254,1,aeroplane
2009_002258,1,aeroplane
2009_002272,1,aeroplane
2009_002314,1,aeroplane
2009_002320,1,aeroplane
2009_002388,1,aeroplane
2009_002432,1,aeroplane
2009_002448,1,aeroplane
2009_002531,1,aeroplane
2009_002599,1,aeroplane
2009_002614,1,aeroplane
2009_002625,1,aeroplane
2009_002674,1,aeroplane
2009_002680,1,aeroplane
2009_002714,1,aeroplane
2009_002765,1,aeroplane
2009_002770,1,aeroplane
2009_002798,1,aeroplane
2009_002808,1,aeroplane
2009_002888,1,aeroplane
2009_002910,1,aeroplane
2009_002914,1,aeroplane
2009_002941,1,aeroplane
2009_002999,1,aeroplane
2009_003005,1,aeroplane
2009_003033,1,aeroplane
2009_003066,1,aeroplane
2009_003097,1,aeroplane
2009_003107,1,aeroplane
2009_003108,1,aeroplane
2009_003147,1,aeroplane
2009_003153,1,aeroplane
2009_003199,1,aeroplane
2009_003219,1,aeroplane
2009_003278,1,aeroplane
2009_003309,1,aeroplane
2009_003372,1,aeroplane
2009_003396,1,aeroplane
2009_003456,1,aeroplane
2009_003524,1,aeroplane
2009_003546,1,aeroplane
2009_003571,1,aeroplane
2009_003608,1,aeroplane
2009_003635,1,aeroplane
2009_003667,1,aeroplane
2009_003696,1,aeroplane
2009_003704,1,aeroplane
2009_003760,1,aeroplane
2009_003799,1,aeroplane
2009_003805,1,aeroplane
2009_003806,1,aeroplane
2009_003883,1,aeroplane
2009_003947,1,aeroplane
2009_003994,1,aeroplane
2009_004108,1,aeroplane
2009_004153,1,aeroplane
2009_004203,1,aeroplane
2009_004308,1,aeroplane
2009_004317,1,aeroplane
2009_004402,1,aeroplane
2009_004409,1,aeroplane
2009_004414,1,aeroplane
2009_004475,1,aeroplane
2009_004492,1,aeroplane
2009_004535,1,aeroplane
2009_004601,1,aeroplane
2009_004620,1,aeroplane
2009_004626,1,aeroplane
2009_004653,1,aeroplane
2009_004709,1,aeroplane
2009_004820,1,aeroplane
2009_004846,1,aeroplane
2009_004917,1,aeroplane
2009_004944,1,aeroplane
2009_004969,1,aeroplane
2009_004980,1,aeroplane
2009_005019,1,aeroplane
2009_005031,1,aeroplane
2009_005075,1,aeroplane
2009_005111,1,aeroplane
2009_005120,1,aeroplane
2009_005127,1,aeroplane
2009_005142,1,aeroplane
2009_005189,1,aeroplane
2009_005210,1,aeroplane
2009_005218,1,aeroplane
2009_005232,1,aeroplane
2010_000091,1,aeroplane
2010_000111,1,aeroplane
2010_000193,1,aeroplane
2010_000229,1,aeroplane
2010_000250,1,aeroplane
2010_000260,1,aeroplane
2010_000270,1,aeroplane
2010_000285,1,aeroplane
2010_000295,1,aeroplane
2010_000323,1,aeroplane
2010_000392,1,aeroplane
2010_000418,1,aeroplane
2010_000437,1,aeroplane
2010_000477,1,aeroplane
2010_000541,1,aeroplane
2010_000549,1,aeroplane
2010_000568,1,aeroplane
2010_000572,1,aeroplane
2010_000622,1,aeroplane
2010_000715,1,aeroplane
2010_000802,1,aeroplane
2010_000885,1,aeroplane
2010_000939,1,aeroplane
2010_000981,1,aeroplane
2010_000986,1,aeroplane
2010_001017,1,aeroplane
2010_001039,1,aeroplane
2010_001085,1,aeroplane
2010_001139,1,aeroplane
2010_001174,1,aeroplane
2010_001205,1,aeroplane
2010_001214,1,aeroplane
2010_001294,1,aeroplane
2010_001320,1,aeroplane
2010_001426,1,aeroplane
2010_001448,1,aeroplane
2010_001489,1,aeroplane
2010_001505,1,aeroplane
2010_001583,1,aeroplane
2010_001652,1,aeroplane
2010_001718,1,aeroplane
2010_001836,1,aeroplane
2010_001931,1,aeroplane
2010_001950,1,aeroplane
2010_001979,1,aeroplane
2010_002019,1,aeroplane
2010_002065,1,aeroplane
2010_002085,1,aeroplane
2010_002141,1,aeroplane
2010_002147,1,aeroplane
2010_002200,1,aeroplane
2010_002207,1,aeroplane
2010_002229,1,aeroplane
2010_002289,1,aeroplane
2010_002295,1,aeroplane
2010_002310,1,aeroplane
2010_002357,1,aeroplane
2010_002429,1,aeroplane
2010_002460,1,aeroplane
2010_002496,1,aeroplane
2010_002532,1,aeroplane
2010_002542,1,aeroplane
2010_002577,1,aeroplane
2010_002638,1,aeroplane
2010_002684,1,aeroplane
2010_002695,1,aeroplane
2010_002827,1,aeroplane
2010_002892,1,aeroplane
2010_002939,1,aeroplane
2010_002947,1,aeroplane
2010_002954,1,aeroplane
2010_003025,1,aeroplane
2010_003051,1,aeroplane
2010_003053,1,aeroplane
2010_003088,1,aeroplane
2010_003127,1,aeroplane
2010_003132,1,aeroplane
2010_003259,1,aeroplane
2010_003279,1,aeroplane
2010_003353,1,aeroplane
2010_003365,1,aeroplane
2010_003458,1,aeroplane
2010_003474,1,aeroplane
2010_003495,1,aeroplane
2010_003496,1,aeroplane
2010_003559,1,aeroplane
2010_003592,1,aeroplane
2010_003655,1,aeroplane
2010_003680,1,aeroplane
2010_003686,1,aeroplane
2010_003716,1,aeroplane
2010_003723,1,aeroplane
2010_003737,1,aeroplane
2010_003798,1,aeroplane
2010_003801,1,aeroplane
2010_003816,1,aeroplane
2010_003915,1,aeroplane
2010_003933,1,aeroplane
2010_003945,1,aeroplane
2010_004010,1,aeroplane
2010_004063,1,aeroplane
2010_004084,1,aeroplane
2010_004118,1,aeroplane
2010_004184,1,aeroplane
2010_004238,1,aeroplane
2010_004242,1,aeroplane
2010_004312,1,aeroplane
2010_004357,1,aeroplane
2010_004404,1,aeroplane
2010_004419,1,aeroplane
2010_004423,1,aeroplane
2010_004455,1,aeroplane
2010_004546,1,aeroplane
2010_004608,1,aeroplane
2010_004721,1,aeroplane
2010_004729,1,aeroplane
2010_004748,1,aeroplane
2010_004791,1,aeroplane
2010_004817,1,aeroplane
2010_004855,1,aeroplane
2010_004888,1,aeroplane
2010_004917,1,aeroplane
2010_004938,1,aeroplane
2010_004991,1,aeroplane
2010_004998,1,aeroplane
2010_005022,1,aeroplane
2010_005059,1,aeroplane
2010_005101,1,aeroplane
2010_005184,1,aeroplane
2010_005213,1,aeroplane
2010_005224,1,aeroplane
2010_005268,1,aeroplane
2010_005301,1,aeroplane
2010_005365,1,aeroplane
2010_005382,1,aeroplane
2010_005534,1,aeroplane
2010_005557,1,aeroplane
2010_005632,1,aeroplane
2010_005683,1,aeroplane
2010_005715,1,aeroplane
2010_005761,1,aeroplane
2010_005776,1,aeroplane
2010_005877,1,aeroplane
2010_005888,1,aeroplane
2010_005953,1,aeroplane
2010_005974,1,aeroplane
2010_005978,1,aeroplane
2010_005998,1,aeroplane
2010_006023,1,aeroplane
2010_006032,1,aeroplane
2010_006034,1,aeroplane
2010_006067,1,aeroplane
2010_006082,1,aeroplane
2011_000103,1,aeroplane
2011_000116,1,aeroplane
2011_000129,1,aeroplane
2011_000163,1,aeroplane
2011_000243,1,aeroplane
2011_000276,1,aeroplane
2011_000329,1,aeroplane
2011_000359,1,aeroplane
2011_000481,1,aeroplane
2011_000531,1,aeroplane
2011_000592,1,aeroplane
2011_000629,1,aeroplane
2011_000656,1,aeroplane
2011_000698,1,aeroplane
2011_000790,1,aeroplane
2011_000793,1,aeroplane
2011_000807,1,aeroplane
2011_000845,1,aeroplane
2011_000872,1,aeroplane
2011_000922,1,aeroplane
2011_000975,1,aeroplane
2011_001044,1,aeroplane
2011_001073,1,aeroplane
2011_001081,1,aeroplane
2011_001114,1,aeroplane
2011_001133,1,aeroplane
2011_001188,1,aeroplane
2011_001257,1,aeroplane
2011_001263,1,aeroplane
2011_001315,1,aeroplane
2011_001320,1,aeroplane
2011_001407,1,aeroplane
2011_001434,1,aeroplane
2011_001476,1,aeroplane
2011_001480,1,aeroplane
2011_001489,1,aeroplane
2011_001514,1,aeroplane
2011_001541,1,aeroplane
2011_001624,1,aeroplane
2011_001647,1,aeroplane
2011_001699,1,aeroplane
2011_001753,1,aeroplane
2011_001789,1,aeroplane
2011_001858,1,aeroplane
2011_001871,1,aeroplane
2011_001872,1,aeroplane
2011_001875,1,aeroplane
2011_001880,1,aeroplane
2011_001962,1,aeroplane
2011_002012,1,aeroplane
2011_002091,1,aeroplane
2011_002114,1,aeroplane
2011_002132,1,aeroplane
2011_002222,1,aeroplane
2011_002269,1,aeroplane
2011_002284,1,aeroplane
2011_002327,1,aeroplane
2011_002346,1,aeroplane
2011_002380,1,aeroplane
2011_002470,1,aeroplane
2011_002494,1,aeroplane
2011_002504,1,aeroplane
2011_002552,1,aeroplane
2011_002605,1,aeroplane
2011_002617,1,aeroplane
2011_002638,1,aeroplane
2011_002673,1,aeroplane
2011_002751,1,aeroplane
2011_002851,1,aeroplane
2011_002929,1,aeroplane
2011_002930,1,aeroplane
2011_002992,1,aeroplane
2011_002993,1,aeroplane
2011_003012,1,aeroplane
2011_003034,1,aeroplane
2011_003111,1,aeroplane
2011_003154,1,aeroplane
2011_003177,1,aeroplane
2011_003275,1,aeroplane
2008_000466,2,bicycle
2008_001336,2,bicycle
2008_001626,2,bicycle
2008_001813,2,bicycle
2008_002204,2,bicycle
2008_002269,2,bicycle
2008_002515,2,bicycle
2008_002701,2,bicycle
2008_002883,2,bicycle
2008_003072,2,bicycle
2008_003270,2,bicycle
2008_003713,2,bicycle
2008_003812,2,bicycle
2008_004163,2,bicycle
2008_004363,2,bicycle
2008_004758,2,bicycle
2008_004995,2,bicycle
2008_005147,2,bicycle
2008_005175,2,bicycle
2008_005713,2,bicycle
2008_005727,2,bicycle
2008_005839,2,bicycle
2008_005970,2,bicycle
2008_005982,2,bicycle
2008_006234,2,bicycle
2008_006361,2,bicycle
2008_006579,2,bicycle
2008_006645,2,bicycle
2008_007265,2,bicycle
2008_007719,2,bicycle
2008_007915,2,bicycle
2008_008092,2,bicycle
2008_008131,2,bicycle
2008_008480,2,bicycle
2008_008611,2,bicycle
2008_008627,2,bicycle
2008_008707,2,bicycle
2008_008711,2,bicycle
2008_008724,2,bicycle
2008_008753,2,bicycle
2009_000015,2,bicycle
2009_000055,2,bicycle
2009_000161,2,bicycle
2009_000195,2,bicycle
2009_000281,2,bicycle
2009_000286,2,bicycle
2009_000344,2,bicycle
2009_000351,2,bicycle
2009_000354,2,bicycle
2009_000445,2,bicycle
2009_000634,2,bicycle
2009_000696,2,bicycle
2009_000756,2,bicycle
2009_000805,2,bicycle
2009_000975,2,bicycle
2009_000985,2,bicycle
2009_001074,2,bicycle
2009_001194,2,bicycle
2009_001364,2,bicycle
2009_001456,2,bicycle
2009_001558,2,bicycle
2009_001780,2,bicycle
2009_001830,2,bicycle
2009_001840,2,bicycle
2009_001915,2,bicycle
2009_001926,2,bicycle
2009_002087,2,bicycle
2009_002119,2,bicycle
2009_002194,2,bicycle
2009_002295,2,bicycle
2009_002371,2,bicycle
2009_002400,2,bicycle
2009_002438,2,bicycle
2009_002488,2,bicycle
2009_002519,2,bicycle
2009_002668,2,bicycle
2009_002764,2,bicycle
2009_002779,2,bicycle
2009_002833,2,bicycle
2009_002835,2,bicycle
2009_002985,2,bicycle
2009_003007,2,bicycle
2009_003075,2,bicycle
2009_003164,2,bicycle
2009_003187,2,bicycle
2009_003193,2,bicycle
2009_003224,2,bicycle
2009_003343,2,bicycle
2009_003381,2,bicycle
2009_003469,2,bicycle
2009_003644,2,bicycle
2009_003832,2,bicycle
2009_003860,2,bicycle
2009_003971,2,bicycle
2009_004121,2,bicycle
2009_004242,2,bicycle
2009_004444,2,bicycle
2009_004496,2,bicycle
2009_004571,2,bicycle
2009_004629,2,bicycle
2009_004797,2,bicycle
2009_004876,2,bicycle
2009_004882,2,bicycle
2009_004914,2,bicycle
2009_004934,2,bicycle
2009_004972,2,bicycle
2009_005064,2,bicycle
2009_005144,2,bicycle
2009_005156,2,bicycle
2009_005178,2,bicycle
2010_000056,2,bicycle
2010_000065,2,bicycle
2010_000113,2,bicycle
2010_000209,2,bicycle
2010_000254,2,bicycle
2010_000342,2,bicycle
2010_000356,2,bicycle
2010_000401,2,bicycle
2010_000557,2,bicycle
2010_000624,2,bicycle
2010_000632,2,bicycle
2010_000685,2,bicycle
2010_000747,2,bicycle
2010_000898,2,bicycle
2010_001049,2,bicycle
2010_001183,2,bicycle
2010_001540,2,bicycle
2010_001592,2,bicycle
2010_001606,2,bicycle
2010_001922,2,bicycle
2010_001970,2,bicycle
2010_002030,2,bicycle
2010_002180,2,bicycle
2010_002326,2,bicycle
2010_002475,2,bicycle
2010_002536,2,bicycle
2010_002656,2,bicycle
2010_002660,2,bicycle
2010_002801,2,bicycle
2010_002814,2,bicycle
2010_003148,2,bicycle
2010_003251,2,bicycle
2010_003350,2,bicycle
2010_003701,2,bicycle
2010_003799,2,bicycle
2010_004154,2,bicycle
2010_004182,2,bicycle
2010_004307,2,bicycle
2010_004537,2,bicycle
2010_004831,2,bicycle
2010_005000,2,bicycle
2010_005093,2,bicycle
2010_005116,2,bicycle
2010_005402,2,bicycle
2010_005556,2,bicycle
2010_005616,2,bicycle
2010_005664,2,bicycle
2010_005670,2,bicycle
2010_005782,2,bicycle
2010_005848,2,bicycle
2010_005909,2,bicycle
2010_006031,2,bicycle
2010_006063,2,bicycle
2011_000087,2,bicycle
2011_000297,2,bicycle
2011_000376,2,bicycle
2011_000412,2,bicycle
2011_000465,2,bicycle
2011_000474,2,bicycle
2011_000579,2,bicycle
2011_000690,2,bicycle
2011_000791,2,bicycle
2011_000950,2,bicycle
2011_001028,2,bicycle
2011_001138,2,bicycle
2011_001643,2,bicycle
2011_001806,2,bicycle
2011_001896,2,bicycle
2011_001945,2,bicycle
2011_002003,2,bicycle
2011_002150,2,bicycle
2011_002223,2,bicycle
2011_002281,2,bicycle
2011_002325,2,bicycle
2011_002388,2,bicycle
2011_002406,2,bicycle
2011_002657,2,bicycle
2011_002713,2,bicycle
2011_002742,2,bicycle
2011_002913,2,bicycle
2011_003003,2,bicycle
2011_003148,2,bicycle
2011_003169,2,bicycle
2008_000054,3,bird
2008_000095,3,bird
2008_000097,3,bird
2008_000103,3,bird
2008_000123,3,bird
2008_000131,3,bird
2008_000134,3,bird
2008_000192,3,bird
2008_000318,3,bird
2008_000339,3,bird
2008_000350,3,bird
2008_000361,3,bird
2008_000400,3,bird
2008_000472,3,bird
2008_000512,3,bird
2008_000515,3,bird
2008_000532,3,bird
2008_000533,3,bird
2008_000678,3,bird
2008_000697,3,bird
2008_000785,3,bird
2008_000798,3,bird
2008_000832,3,bird
2008_000848,3,bird
2008_000861,3,bird
2008_001020,3,bird
2008_001120,3,bird
2008_001161,3,bird
2008_001185,3,bird
2008_001194,3,bird
2008_001264,3,bird
2008_001387,3,bird
2008_001415,3,bird
2008_001495,3,bird
2008_001514,3,bird
2008_001522,3,bird
2008_001679,3,bird
2008_001770,3,bird
2008_001810,3,bird
2008_001829,3,bird
2008_001978,3,bird
2008_002043,3,bird
2008_002064,3,bird
2008_002073,3,bird
2008_002200,3,bird
2008_002207,3,bird
2008_002208,3,bird
2008_002255,3,bird
2008_002349,3,bird
2008_002350,3,bird
2008_002369,3,bird
2008_002389,3,bird
2008_002399,3,bird
2008_002429,3,bird
2008_002471,3,bird
2008_002624,3,bird
2008_002647,3,bird
2008_002684,3,bird
2008_002784,3,bird
2008_002847,3,bird
2008_002961,3,bird
2008_002970,3,bird
2008_002983,3,bird
2008_003023,3,bird
2008_003049,3,bird
2008_003087,3,bird
2008_003106,3,bird
2008_003110,3,bird
2008_003160,3,bird
2008_003161,3,bird
2008_003170,3,bird
2008_003211,3,bird
2008_003222,3,bird
2008_003232,3,bird
2008_003291,3,bird
2008_003360,3,bird
2008_003382,3,bird
2008_003426,3,bird
2008_003439,3,bird
2008_003462,3,bird
2008_003484,3,bird
2008_003485,3,bird
2008_003524,3,bird
2008_003580,3,bird
2008_003683,3,bird
2008_003694,3,bird
2008_003763,3,bird
2008_003789,3,bird
2008_003831,3,bird
2008_003894,3,bird
2008_003942,3,bird
2008_003997,3,bird
2008_004024,3,bird
2008_004027,3,bird
2008_004042,3,bird
2008_004075,3,bird
2008_004087,3,bird
2008_004103,3,bird
2008_004147,3,bird
2008_004234,3,bird
2008_004276,3,bird
2008_004296,3,bird
2008_004317,3,bird
2008_004362,3,bird
2008_004385,3,bird
2008_004425,3,bird
2008_004452,3,bird
2008_004520,3,bird
2008_004551,3,bird
2008_004589,3,bird
2008_004620,3,bird
2008_004633,3,bird
2008_004671,3,bird
2008_004689,3,bird
2008_004690,3,bird
2008_004730,3,bird
2008_004742,3,bird
2008_004766,3,bird
2008_004805,3,bird
2008_004808,3,bird
2008_004825,3,bird
2008_004837,3,bird
2008_004893,3,bird
2008_004942,3,bird
2008_004973,3,bird
2008_005080,3,bird
2008_005092,3,bird
2008_005096,3,bird
2008_005115,3,bird
2008_005186,3,bird
2008_005208,3,bird
2008_005209,3,bird
2008_005233,3,bird
2008_005260,3,bird
2008_005279,3,bird
2008_005296,3,bird
2008_005303,3,bird
2008_005357,3,bird
2008_005400,3,bird
2008_005465,3,bird
2008_005477,3,bird
2008_005507,3,bird
2008_005521,3,bird
2008_005522,3,bird
2008_005531,3,bird
2008_005534,3,bird
2008_005584,3,bird
2008_005618,3,bird
2008_005626,3,bird
2008_005649,3,bird
2008_005687,3,bird
2008_005724,3,bird
2008_005734,3,bird
2008_005757,3,bird
2008_005774,3,bird
2008_005803,3,bird
2008_005810,3,bird
2008_005821,3,bird
2008_005843,3,bird
2008_005895,3,bird
2008_005903,3,bird
2008_005924,3,bird
2008_005935,3,bird
2008_005956,3,bird
2008_005997,3,bird
2008_006000,3,bird
2008_006002,3,bird
2008_006058,3,bird
2008_006090,3,bird
2008_006128,3,bird
2008_006143,3,bird
2008_006164,3,bird
2008_006179,3,bird
2008_006186,3,bird
2008_006227,3,bird
2008_006232,3,bird
2008_006281,3,bird
2008_006369,3,bird
2008_006376,3,bird
2008_006419,3,bird
2008_006432,3,bird
2008_006447,3,bird
2008_006461,3,bird
2008_006503,3,bird
2008_006566,3,bird
2008_006598,3,bird
2008_006626,3,bird
2008_006667,3,bird
2008_006715,3,bird
2008_006764,3,bird
2008_006802,3,bird
2008_006873,3,bird
2008_006882,3,bird
2008_006923,3,bird
2008_006924,3,bird
2008_006954,3,bird
2008_006997,3,bird
2008_007003,3,bird
2008_007022,3,bird
2008_007098,3,bird
2008_007120,3,bird
2008_007124,3,bird
2008_007188,3,bird
2008_007205,3,bird
2008_007250,3,bird
2008_007266,3,bird
2008_007317,3,bird
2008_007423,3,bird
2008_007434,3,bird
2008_007465,3,bird
2008_007477,3,bird
2008_007498,3,bird
2008_007501,3,bird
2008_007546,3,bird
2008_007587,3,bird
2008_007594,3,bird
2008_007608,3,bird
2008_007623,3,bird
2008_007656,3,bird
2008_007661,3,bird
2008_007669,3,bird
2008_007673,3,bird
2008_007688,3,bird
2008_007709,3,bird
2008_007714,3,bird
2008_007730,3,bird
2008_007752,3,bird
2008_007788,3,bird
2008_007812,3,bird
2008_007817,3,bird
2008_007839,3,bird
2008_007848,3,bird
2008_007854,3,bird
2008_007870,3,bird
2008_007891,3,bird
2008_007936,3,bird
2008_007940,3,bird
2008_007948,3,bird
2008_008002,3,bird
2008_008007,3,bird
2008_008022,3,bird
2008_008037,3,bird
2008_008057,3,bird
2008_008073,3,bird
2008_008105,3,bird
2008_008125,3,bird
2008_008134,3,bird
2008_008145,3,bird
2008_008166,3,bird
2008_008175,3,bird
2008_008194,3,bird
2008_008197,3,bird
2008_008211,3,bird
2008_008233,3,bird
2008_008242,3,bird
2008_008257,3,bird
2008_008268,3,bird
2008_008274,3,bird
2008_008284,3,bird
2008_008287,3,bird
2008_008292,3,bird
2008_008309,3,bird
2008_008314,3,bird
2008_008346,3,bird
2008_008347,3,bird
2008_008354,3,bird
2008_008376,3,bird
2008_008377,3,bird
2008_008380,3,bird
2008_008384,3,bird
2008_008387,3,bird
2008_008404,3,bird
2008_008406,3,bird
2008_008423,3,bird
2008_008435,3,bird
2008_008447,3,bird
2008_008455,3,bird
2008_008461,3,bird
2008_008490,3,bird
2008_008506,3,bird
2008_008512,3,bird
2008_008523,3,bird
2008_008537,3,bird
2008_008544,3,bird
2008_008595,3,bird
2008_008746,3,bird
2009_000026,3,bird
2009_000035,3,bird
2009_000037,3,bird
2009_000040,3,bird
2009_000103,3,bird
2009_000124,3,bird
2009_000146,3,bird
2009_000151,3,bird
2009_000206,3,bird
2009_000218,3,bird
2009_000229,3,bird
2009_000254,3,bird
2009_000317,3,bird
2009_000318,3,bird
2009_000370,3,bird
2009_000389,3,bird
2009_000393,3,bird
2009_000435,3,bird
2009_000454,3,bird
2009_000486,3,bird
2009_000503,3,bird
2009_000527,3,bird
2009_000536,3,bird
2009_000579,3,bird
